item_id,display_name,descriptor_native_class,category,form,stack_size_enum,cached_stack_size,sink_points,energy_value,radioactive_decay,can_be_discarded,is_alien_item,description,game_build_id,source_id
Desc_AluminaSolution_C,Alumina Solution,FGItemDescriptor,item,liquid,SS_FLUID,50000,20,0.000000,0.000000,True,False,"Dissolved Alumina, extracted from Bauxite. Can be further refined into Aluminum Scrap for Aluminum Ingot production.",docs_a81d250e96aa,local_game_docs_en_us
Desc_FluidCanister_C,Empty Canister,FGItemDescriptor,item,solid,SS_MEDIUM,100,60,0.000000,0.000000,True,False,Used to package fluids for transportation.,docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedOil_C,Packaged Oil,FGItemDescriptor,item,solid,SS_MEDIUM,100,180,320.000000,0.000000,True,False,"Crude Oil, packaged for alternative transport. Can be used as fuel for vehicles.",docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedOilResidue_C,Packaged Heavy Oil Residue,FGItemDescriptor,item,solid,SS_MEDIUM,100,180,400.000000,0.000000,True,False,"Heavy Oil Residue, packaged for alternative transport. Can be used as fuel for vehicles.",docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedWater_C,Packaged Water,FGItemDescriptor,item,solid,SS_MEDIUM,100,130,0.000000,0.000000,True,False,"Water, packaged for alternative transport.",docs_a81d250e96aa,local_game_docs_en_us
Desc_GunpowderMK2_C,Smokeless Powder,FGItemDescriptor,item,solid,SS_MEDIUM,100,58,0.000000,0.000000,True,False,An explosive powder that is commonly used to produce modern firearms.,docs_a81d250e96aa,local_game_docs_en_us
Desc_AlienProtein_C,Alien Protein,FGItemDescriptor,item,solid,SS_MEDIUM,100,0,0.000000,0.000000,True,False,Ground-up Alien Remains in a neat little package. Used for medical purposes and to research alien organisms.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasStar_C,FICSMAS Wonder Star,FGItemDescriptor,item,solid,SS_SMALL,50,6540,0.000000,0.000000,True,False,"A symbol of appreciation for all the hard work FICSIT has done for its employees. It seems to have an aura of gratitude. Seeing this also means the seasonal event is nearly done, and we can finally get back to Saving The Day.",docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBallCluster_C,FICSMAS Ornament Bundle,FGItemDescriptor,item,solid,SS_MEDIUM,100,100,0.000000,0.000000,True,False,A collection of FICSMAS ornaments and also an eyesore.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBranch_C,FICSMAS Tree Branch,FGItemDescriptor,item,solid,SS_HUGE,500,2,0.000000,0.000000,True,False,"This FICSMAS Tree Branch is very different from regular tree branches: it's used to produce parts and buildings during the FICSMAS event, rather than for combustion.",docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasWreath_C,FICSMAS Wreath,FGItemDescriptor,item,solid,SS_SMALL,50,630,0.000000,0.000000,True,False,FICSIT's newest holiday innovation: decorations that can be turned into decorations! Efficiency and waste-conscious design at its best.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasDataCartridge4_C,FICSMAS Data Cartridge Day 14,FGItemDescriptor,item,solid,SS_ONE,1,,0.000000,0.000000,False,False,"FICSMAS Data Cartridge Day 14, used to progress FICSMAS MAM research.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Gift_C,FICSMAS Gift,FGItemDescriptor,item,solid,SS_BIG,200,1,0.000000,0.000000,True,False,"Gifts that have inexplicably fallen from the sky or spawned from a FICSMAS Gift Tree.  Don’t question it—they’re used to produce FICSMAS buildings and parts.  These Gifts are part of the FICSMAS Event, like the calendar in the HUB.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Snow_C,FICSMAS Actual Snow,FGItemDescriptor,item,solid,SS_HUGE,500,5,0.000000,0.000000,True,False,This Actual Snow is made from several chemical elements and experiences 100% like naturally occuring snow after extensive user testing.,docs_a81d250e96aa,local_game_docs_en_us
Desc_CandyCane_C,Candy Cane,FGItemDescriptor,item,solid,SS_MEDIUM,100,6,0.000000,0.000000,True,False,A delicious Candy Cane to be enjoyed during the FICSMAS Holidays. *Disclaimer: Not for human consumption...,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBow_C,FICSMAS Bow,FGItemDescriptor,item,solid,SS_MEDIUM,100,4,0.000000,0.000000,True,False,"A fancy bow. Not for wearing, eating, admiring, Lizard Doggos, humans, aliens, or anything not related to FICSMAS factory production.",docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasDataCartridge3_C,FICSMAS Data Cartridge Day 8,FGItemDescriptor,item,solid,SS_ONE,1,,0.000000,0.000000,False,False,"FICSMAS Data Cartridge Day 8, used to progress FICSMAS MAM research.",docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBall1_C,Red FICSMAS Ornament,FGItemDescriptor,item,solid,SS_BIG,200,2,0.000000,0.000000,True,False,An ornament for making FICSMAS Decorations. An acceptable red.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBall2_C,Blue FICSMAS Ornament,FGItemDescriptor,item,solid,SS_BIG,200,1,0.000000,0.000000,True,False,An ornament for making FICSMAS Decorations. A mildly pleasing blue.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBall3_C,Copper FICSMAS Ornament,FGItemDescriptor,item,solid,SS_MEDIUM,100,32,0.000000,0.000000,True,False,An ornament for making FICSMAS Decorations. A slightly dignified copper.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasBall4_C,Iron FICSMAS Ornament,FGItemDescriptor,item,solid,SS_MEDIUM,100,18,0.000000,0.000000,True,False,An ornament for making FICSMAS Decorations. An okay iron.,docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasDataCartridge2_C,FICSMAS Data Cartridge Day 4,FGItemDescriptor,item,solid,SS_ONE,1,,0.000000,0.000000,False,False,"FICSMAS Data Cartridge Day 4, used to progress FICSMAS MAM research.",docs_a81d250e96aa,local_game_docs_en_us
Desc_XmasDataCartridge1_C,FICSMAS Data Cartridge Day 1,FGItemDescriptor,item,solid,SS_ONE,1,,0.000000,0.000000,False,False,"FICSMAS Data Cartridge Day 1, used to progress FICSMAS MAM research.",docs_a81d250e96aa,local_game_docs_en_us
Desc_WAT2_C,Mercer Sphere,FGItemDescriptor,item,solid,SS_SMALL,50,0,0.000000,0.000000,False,True,"A weird alien phenomenon. While the sphere appears liquid, it behaves like a solid and does not have any detectable mass. It seems to somehow interact with and have awareness of its environment.",docs_a81d250e96aa,local_game_docs_en_us
Desc_SingularityCell_C,Singularity Cell,FGItemDescriptor,item,solid,SS_SMALL,50,114675,0.000000,0.000000,True,False,Used to break down space and time. Required to power Portals.,docs_a81d250e96aa,local_game_docs_en_us
Desc_AlienDNACapsule_C,Alien DNA Capsule,FGItemDescriptor,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,"Translates organic chemicals into readable alien genetic information. Used for researching alien organisms.  Go the extra kilometer! Knowledge is power, and power is just efficiency with fewer steps. Depositing Alien DNA Capsules in the AWESOME Sink provides FICSIT with knowledge, and pioneers with Coupons.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Ficsonium_C,Ficsonium,FGItemDescriptor,item,solid,SS_MEDIUM,100,0,0.000000,250.000000,True,False,"Usage and production of this material is strictly prohibited. On Earth, that is. There are no rules in space, only efficiency.   Power Usage: 500-1500 MW (1000 MW average). Caution: Moderately Radioactive.",docs_a81d250e96aa,local_game_docs_en_us
Desc_DissolvedSilica_C,Dissolved Silica,FGItemDescriptor,item,liquid,SS_FLUID,50000,0,0.000000,0.000000,True,False,"Silica dissolved in Water, produced as part of the alternative refinement of Raw Quartz. The Silica can be extracted from the Water to complete the refinement process.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Biofuel_C,Solid Biofuel,FGItemDescriptorBiomass,item,solid,SS_BIG,200,48,450.000000,0.000000,True,False,The most energy-efficient form of solid Biomass. Can be used as fuel for the Chainsaw.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Wood_C,Wood,FGItemDescriptorBiomass,item,solid,SS_BIG,200,30,100.000000,0.000000,True,False,Primarily used as fuel. Biomass Burners and vehicles can use Wood for power.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Leaves_C,Leaves,FGItemDescriptorBiomass,item,solid,SS_HUGE,500,3,15.000000,0.000000,True,False,Primarily used as fuel. Biomass Burners and vehicles can use Leaves for power.,docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedBiofuel_C,Packaged Liquid Biofuel,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,370,750.000000,0.000000,True,False,"Liquid Biofuel, packaged for alternative transport. Can be used as fuel for vehicles and the Jetpack.",docs_a81d250e96aa,local_game_docs_en_us
Desc_GenericBiomass_C,Biomass,FGItemDescriptorBiomass,item,solid,SS_BIG,200,12,180.000000,0.000000,True,False,Primarily used as fuel. Biomass Burners and vehicles can use it for power. Biomass is much more energy-efficient than raw biological matter.,docs_a81d250e96aa,local_game_docs_en_us
Desc_HogParts_C,Hog Remains,FGItemDescriptorBiomass,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,The carapace of an alien Hog creature. Used for MAM research.,docs_a81d250e96aa,local_game_docs_en_us
Desc_SpitterParts_C,Spitter Remains,FGItemDescriptorBiomass,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,The remains of a plasma-spitting alien creature. Used for MAM research.,docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedNitricAcid_C,Packaged Nitric Acid,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,412,0.000000,0.000000,True,False,"Nitric Acid, packaged for alternative transport.",docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedNitrogenGas_C,Packaged Nitrogen Gas,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,312,0.000000,0.000000,True,False,"Nitrogen Gas, packaged for alternative transport.",docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedAlumina_C,Packaged Alumina Solution,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,160,0.000000,0.000000,True,False,"Alumina Solution, packaged for alternative transport.",docs_a81d250e96aa,local_game_docs_en_us
Desc_LiquidBiofuel_C,Liquid Biofuel,FGItemDescriptorBiomass,item,liquid,SS_FLUID,50000,261,0.750000,0.000000,True,False,"Liquid Biofuel can be used as-is to generate power, or packaged to be used as fuel for vehicles.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Fabric_C,Fabric,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,140,0.000000,0.000000,True,False,Used to craft equipment. Flexible but durable fabric.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Mycelia_C,Mycelia,FGItemDescriptorBiomass,item,solid,SS_BIG,200,10,20.000000,0.000000,True,False,Used for crafting. Biomass Burners and vehicles can also use Mycelia for power.,docs_a81d250e96aa,local_game_docs_en_us
Desc_StingerParts_C,Stinger Remains,FGItemDescriptorBiomass,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,The remains of whatever that creepy thing was. Used for MAM research.,docs_a81d250e96aa,local_game_docs_en_us
Desc_HatcherParts_C,Hatcher Remains,FGItemDescriptorBiomass,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,The shell-like remains of an alien... thing. Used for MAM research.,docs_a81d250e96aa,local_game_docs_en_us
Desc_PackagedSulfuricAcid_C,Packaged Sulfuric Acid,FGItemDescriptorBiomass,item,solid,SS_MEDIUM,100,152,0.000000,0.000000,True,False,"Sulfuric Acid, packaged for alternative transport.",docs_a81d250e96aa,local_game_docs_en_us
Desc_Berry_C,Paleberry,FGConsumableDescriptor,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,Consumable  Eat to restore 1 health segment.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Nut_C,Beryl Nut,FGConsumableDescriptor,item,solid,SS_MEDIUM,100,0,0.000000,0.000000,True,False,Consumable  Eat to restore half a health segment.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Medkit_C,Medicinal Inhaler,FGConsumableDescriptor,item,solid,SS_SMALL,50,125,0.000000,0.000000,True,False,Fully restores health when used.  The FICSIT Medicinal Inhaler can be produced from a variety of different ingredients.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Shroom_C,Bacon Agaric,FGConsumableDescriptor,item,solid,SS_SMALL,50,0,0.000000,0.000000,True,False,Consumable  Eat to restore 2 health segments.,docs_a81d250e96aa,local_game_docs_en_us
Desc_Parachute_C,Parachute,FGConsumableDescriptor,item,solid,SS_ONE,1,6080,0.000000,0.000000,True,False,Slows down your fall when activated in mid-air.,docs_a81d250e96aa,local_game_docs_en_us
Desc_NuclearFuelRod_C,Uranium Fuel Rod,FGItemDescriptorNuclearFuel,item,solid,SS_SMALL,50,43468,750000.000000,50.000000,True,False,Used as fuel for Nuclear Power Plants.  Caution: Produces radioactive Uranium Waste when consumed. Caution: Moderately Radioactive.,docs_a81d250e96aa,local_game_docs_en_us
Desc_PlutoniumFuelRod_C,Plutonium Fuel Rod,FGItemDescriptorNuclearFuel,item,solid,SS_SMALL,50,153184,1500000.000000,250.000000,True,False,Used as fuel for Nuclear Power Plants.  Caution: Produces radioactive Plutonium Waste when consumed. Caution: HIGHLY Radioactive.,docs_a81d250e96aa,local_game_docs_en_us
Desc_FicsoniumFuelRod_C,Ficsonium Fuel Rod,FGItemDescriptorNuclearFuel,item,solid,SS_SMALL,50,0,150000.000000,1000.000000,True,False,Used as fuel for Nuclear Power Plants. The power source that put FICSIT on the map. Literally. The crater is still there.  Caution: Moderately Radioactive.,docs_a81d250e96aa,local_game_docs_en_us
Desc_CrystalShard_C,Power Shard,FGPowerShardDescriptor,item,solid,SS_MEDIUM,100,0,0.000000,0.000000,False,False,Power Slug mucus compressed into a solid crystal-like shard.  It radiates a strange power.,docs_a81d250e96aa,local_game_docs_en_us
Desc_WAT1_C,Somersloop,FGPowerShardDescriptor,item,solid,SS_SMALL,50,0,0.000000,0.000000,False,True,"An odd alien object with a mind-bending, yet somehow familiar shape. It emits an unsettling energy.",docs_a81d250e96aa,local_game_docs_en_us
Desc_AlienPowerFuel_C,Alien Power Matrix,FGItemDescriptorPowerBoosterFuel,item,solid,SS_SMALL,50,210,0.000000,0.000000,True,True,"This intricate condensed-matter matrix is used to enhance the output of the Alien Power Augmenter.  Initially developed in efforts to create a human-made Somersloop, the Alien Power Matrix cannot sustain the extra-dimensional energy connection on its own. However, it can effectively stabilize the energy stream of the Somersloop.",docs_a81d250e96aa,local_game_docs_en_us
